Customer ID,Age,Gender,Marital Status,Occupation,Income Level,Education Level,Geographic Information,Location,Purchase History,Policy Start Date,Policy Renewal Date,Claim History,Coverage Amount,Premium Amount,Deductible,Policy Type,Preferred Communication Channel,Preferred Contact Time,Risk Profile,Credit Score,Driving Record,Life Events
47516,41,Male,Divorced,Lawyer,70478,Associate Degree,Delhi,49154,8/9/2023,2/3/2023,4/13/2024,4,399218,2843,1128,Group,Phone,Morning,3,605,Clean,Marriage
90526,45,Female,Single,Artist,74773,Bachelor's Degree,Nagaland,57754,10/4/2023,6/15/2018,5/13/2024,5,554723,3302,1207,Family,Text,Evening,3,611,Major Violations,Retirement
15270,38,Male,Married,Teacher,64790,High School Diploma,Arunachal Pradesh,74338,12/13/2023,12/6/2021,11/8/2024,1,401894,2128,1515,Group,Mail,Weekends,1,536,Major Violations,Divorce
13182,41,Female,Divorced,Entrepreneur,69668,Bachelor's Degree,Haryana,67917,10/21/2019,1/17/2019,11/23/2024,5,366793,1752,1238,Family,Text,Morning,0,565,Clean,Retirement
16057,46,Male,Separated,Engineer,94738,High School Diploma,Maharashtra,84007,7/2/2020,9/15/2018,10/21/2024,0,570211,1895,1383,Family,Mail,Weekends,0,577,DUI,Retirement
68423,45,Male,Divorced,Lawyer,44654,High School Diploma,Odisha,31167,12/8/2020,6/15/2022,11/12/2024,4,149201,2016,1262,Group,Phone,Evening,0,578,Minor Violations,Job Change
62328,39,Female,Married,Lawyer,63197,Doctorate,Assam,46821,2/12/2018,2/13/2020,2/6/2024,4,403809,2793,1444,Individual,Mail,Morning,0,675,Minor Violations,Childbirth
30947,42,Female,Single,Engineer,71592,Master's Degree,Kerala,47011,11/16/2019,6/19/2022,7/4/2024,3,356004,1774,1522,Individual,In-Person Meeting,Evening,1,556,Clean,Retirement
79722,36,Female,Divorced,Lawyer,55227,Bachelor's Degree,Sikkim,86213,12/24/2020,5/18/2018,1/27/2024,0,462349,1152,1634,Family,Text,Morning,1,557,Clean,Divorce
11344,45,Male,Single,Entrepreneur,92723,High School Diploma,Gujarat,11863,12/21/2020,12/13/2019,5/5/2024,1,569045,2530,1164,Family,Mail,Afternoon,3,583,Clean,Marriage
23007,53,Male,Married,Manager,77882,Associate Degree,Mizoram,19746,6/26/2018,8/6/2018,9/22/2024,1,594689,2326,1285,Family,Text,Morning,0,522,Minor Violations,Job Change
21231,45,Male,Married,Engineer,110764,Bachelor's Degree,Dadra and Nagar Haveli,47055,11/7/2019,3/15/2021,4/14/2024,4,505580,2869,818,Group,Text,Weekends,2,472,Clean,Retirement
19939,38,Female,Widowed,Salesperson,119706,Associate Degree,Maharashtra,60592,4/23/2019,10/21/2019,1/14/2024,4,694210,3684,1004,Family,Email,Afternoon,2,602,Major Violations,Childbirth
67501,39,Male,Single,Entrepreneur,64004,High School Diploma,Jharkhand,61287,11/4/2021,4/28/2019,8/26/2023,2,448972,2037,1126,Group,Phone,Anytime,0,500,Major Violations,Job Change
35534,47,Male,Widowed,Teacher,72661,Master's Degree,Maharashtra,16754,3/3/2019,6/8/2019,8/3/2024,2,497152,1456,1426,Group,Email,Morning,0,565,Clean,Divorce
52115,44,Female,Married,Manager,76892,High School Diploma,Gujarat,68496,7/16/2023,12/12/2018,8/19/2024,3,481205,2358,1216,Group,Text,Weekends,0,669,Accident,Retirement
25712,48,Male,Married,Teacher,109107,Doctorate,Goa,19620,4/22/2021,1/3/2019,12/27/2024,5,686759,3550,910,Group,Email,Morning,1,513,Minor Violations,Divorce
62970,56,Male,Divorced,Artist,97842,Bachelor's Degree,Bihar,36381,2/14/2022,10/2/2019,11/3/2024,3,479025,3837,964,Family,Mail,Weekends,2,501,Accident,Marriage
50514,46,Male,Single,Artist,112143,Master's Degree,Assam,42663,4/24/2020,1/22/2020,10/8/2023,5,562584,3664,1278,Individual,Mail,Evening,2,461,DUI,Retirement
27932,52,Male,Married,Manager,84008,Associate Degree,Uttarakhand,73744,12/21/2022,3/25/2022,4/9/2024,3,350940,2338,1241,Family,In-Person Meeting,Morning,0,507,Minor Violations,Retirement
23089,42,Male,Divorced,Lawyer,87180,Bachelor's Degree,Bihar,38479,12/24/2023,2/2/2022,2/16/2024,1,446473,1810,1404,Business,Mail,Weekends,1,728,Clean,Marriage
67357,46,Female,Widowed,Lawyer,95235,Doctorate,Bihar,53264,1/3/2023,2/18/2021,6/6/2023,5,714769,3672,1225,Family,In-Person Meeting,Afternoon,2,557,Minor Violations,Childbirth
14364,41,Male,Divorced,Lawyer,113902,Bachelor's Degree,Haryana,45757,7/11/2023,4/2/2018,7/19/2024,3,611106,3093,1297,Family,Text,Afternoon,3,550,Clean,Marriage
19722,53,Female,Divorced,Salesperson,82151,High School Diploma,Dadra and Nagar Haveli,21279,8/26/2020,8/13/2021,4/26/2024,1,529139,3378,901,Business,Phone,Afternoon,2,557,DUI,Marriage
34110,44,Female,Married,Doctor,77086,Associate Degree,Himachal Pradesh,63323,11/8/2018,4/23/2022,2/24/2024,5,471217,3097,1390,Business,Mail,Afternoon,2,632,DUI,Job Change
22069,54,Male,Separated,Teacher,94312,Associate Degree,Nagaland,14960,10/25/2023,11/20/2022,12/17/2023,1,482490,2881,1337,Group,Email,Morning,1,617,Accident,Childbirth
90420,38,Female,Married,Engineer,92216,High School Diploma,Telangana,47737,7/12/2018,7/19/2022,8/27/2024,2,525213,2892,1404,Individual,Phone,Weekends,1,538,DUI,Divorce
6293,47,Female,Widowed,Entrepreneur,83200,Doctorate,Maharashtra,62700,8/16/2022,12/25/2020,8/20/2023,1,566620,3098,803,Group,Email,Afternoon,3,634,Major Violations,Job Change
66819,37,Female,Divorced,Lawyer,94496,Master's Degree,Haryana,61466,4/19/2021,2/1/2018,3/5/2023,2,571552,2245,1305,Individual,Email,Evening,1,545,Clean,Job Change
77534,38,Male,Married,Lawyer,88569,Associate Degree,Meghalaya,38919,9/16/2021,11/12/2022,7/15/2024,4,478622,2343,1271,Group,Mail,Morning,0,669,Minor Violations,Divorce
46171,34,Female,Separated,Engineer,69736,Associate Degree,Puducherry,70122,6/23/2019,11/7/2022,6/11/2023,5,729136,3279,1149,Family,Text,Weekends,2,743,DUI,Marriage
57837,43,Female,Single,Teacher,85144,Doctorate,Haryana,65330,4/21/2019,4/17/2018,6/16/2024,4,469367,3083,1230,Family,Mail,Anytime,2,645,Minor Violations,Childbirth
3634,53,Female,Married,Teacher,98063,Associate Degree,Odisha,55919,3/27/2022,7/26/2021,5/18/2023,5,544436,4268,1194,Group,In-Person Meeting,Afternoon,3,496,DUI,Childbirth
90328,38,Female,Widowed,Engineer,80263,Doctorate,Bihar,64057,12/24/2019,3/22/2022,7/4/2024,1,285873,1912,1393,Business,Email,Morning,0,580,Minor Violations,Marriage
37931,46,Male,Divorced,Artist,83013,High School Diploma,Maharashtra,36736,11/23/2019,4/8/2018,3/9/2024,2,649337,2550,991,Business,In-Person Meeting,Weekends,2,571,Clean,Divorce
34591,47,Male,Divorced,Entrepreneur,110191,Master's Degree,Dadra and Nagar Haveli,58340,5/14/2020,12/3/2019,9/6/2023,2,744366,3988,1258,Individual,In-Person Meeting,Weekends,3,492,Major Violations,Divorce
68986,45,Male,Single,Salesperson,83549,Associate Degree,Maharashtra,28334,9/19/2022,5/5/2022,9/28/2024,3,396044,3193,1113,Individual,Mail,Morning,1,573,DUI,Childbirth
87807,44,Female,Married,Salesperson,67471,Master's Degree,Uttar Pradesh,14310,10/4/2021,11/27/2022,4/3/2023,1,491691,2713,968,Business,Phone,Morning,3,552,Clean,Marriage
60023,51,Female,Separated,Entrepreneur,93358,Doctorate,Himachal Pradesh,17707,12/10/2020,5/9/2019,5/28/2024,4,563703,3246,1145,Business,Phone,Weekends,3,489,Clean,Marriage
29591,46,Female,Single,Nurse,83499,Doctorate,Himachal Pradesh,14772,4/20/2019,9/21/2022,2/6/2024,4,666898,3146,1184,Family,Mail,Weekends,1,571,DUI,Marriage
2837,49,Male,Married,Entrepreneur,71926,Associate Degree,Uttar Pradesh,34533,8/20/2018,10/1/2019,10/4/2023,5,616263,3831,902,Group,In-Person Meeting,Weekends,2,581,Minor Violations,Marriage
95005,30,Female,Separated,Manager,74590,Bachelor's Degree,West Bengal,79095,4/25/2022,2/14/2020,5/10/2023,2,401342,2381,1531,Individual,Email,Morning,0,669,Accident,Marriage
79021,41,Male,Divorced,Nurse,107242,Bachelor's Degree,Chhattisgarh,83052,6/22/2023,4/9/2021,8/13/2023,2,609536,2955,1436,Business,Phone,Anytime,1,604,Minor Violations,Marriage
54977,43,Female,Divorced,Engineer,74253,Doctorate,Uttar Pradesh,76419,2/21/2022,12/8/2020,2/6/2024,1,468892,2664,1118,Business,Mail,Afternoon,2,605,DUI,Divorce
66616,35,Male,Widowed,Artist,67779,Master's Degree,Bihar,13249,2/22/2022,8/15/2023,8/8/2024,1,432027,1768,1297,Business,Phone,Morning,0,682,Accident,Divorce
55038,48,Male,Married,Manager,87232,Associate Degree,Odisha,27332,6/18/2019,3/17/2023,1/16/2024,1,412793,2547,1334,Business,Email,Weekends,1,602,Major Violations,Divorce
24423,62,Male,Divorced,Nurse,82098,Bachelor's Degree,Andaman and Nicobar Islands,46477,4/9/2022,9/5/2018,1/24/2023,3,667343,3597,1291,Business,In-Person Meeting,Anytime,1,513,Major Violations,Marriage
90908,49,Male,Divorced,Doctor,66033,Master's Degree,Arunachal Pradesh,14244,9/16/2020,2/27/2023,5/28/2024,0,305844,1664,1340,Group,In-Person Meeting,Morning,0,664,Minor Violations,Job Change
78674,47,Female,Single,Entrepreneur,101823,High School Diploma,Haryana,65024,9/22/2020,1/20/2020,8/5/2023,5,716261,3745,1253,Family,Phone,Anytime,2,641,Accident,Childbirth
41196,40,Female,Single,Engineer,68020,Master's Degree,Mizoram,63557,1/10/2022,9/20/2021,8/6/2024,1,573659,2885,1194,Business,Email,Afternoon,2,520,DUI,Childbirth
13690,39,Male,Widowed,Artist,82866,Bachelor's Degree,Odisha,73647,9/5/2018,10/7/2019,11/20/2023,3,686135,2141,1328,Business,Mail,Weekends,2,603,Clean,Retirement
75415,41,Male,Widowed,Salesperson,69225,Bachelor's Degree,Gujarat,45581,12/4/2021,5/14/2022,5/22/2024,2,239621,1870,1473,Group,Email,Evening,1,664,Major Violations,Job Change
65449,53,Female,Married,Manager,86549,Doctorate,Meghalaya,62190,3/11/2020,10/4/2018,5/13/2024,1,652514,3591,1410,Individual,Mail,Weekends,2,585,Minor Violations,Marriage
74558,40,Female,Separated,Entrepreneur,66342,High School Diploma,Telangana,43743,8/26/2023,5/17/2018,6/7/2023,3,655649,2485,1057,Business,Phone,Afternoon,2,660,Clean,Marriage
71833,41,Male,Divorced,Teacher,99682,Associate Degree,Mizoram,43943,9/4/2021,12/25/2021,12/23/2024,2,423177,3056,1309,Group,Mail,Morning,3,569,Minor Violations,Divorce
92390,43,Female,Single,Artist,64270,Master's Degree,Lakshadweep,41823,1/16/2020,2/12/2021,6/16/2024,4,586649,2156,1213,Business,Email,Afternoon,0,454,Clean,Marriage
47275,42,Female,Separated,Artist,82880,Associate Degree,Uttarakhand,66284,5/19/2021,9/24/2018,4/8/2023,3,677139,3574,1153,Business,Email,Morning,2,502,Accident,Childbirth
12859,49,Female,Married,Salesperson,100416,High School Diploma,Uttarakhand,55545,4/9/2020,8/22/2023,3/23/2023,5,570889,2759,859,Group,Mail,Evening,1,534,Clean,Divorce
4422,49,Female,Married,Salesperson,106959,Doctorate,Assam,81867,9/11/2022,11/5/2019,12/15/2024,3,422137,4168,1214,Individual,Phone,Anytime,3,467,Minor Violations,Childbirth
84809,42,Male,Married,Lawyer,76956,Associate Degree,Haryana,59415,2/16/2019,6/1/2023,8/28/2024,0,509099,2303,1334,Family,Email,Morning,0,559,Major Violations,Childbirth
77006,46,Female,Divorced,Manager,61691,Associate Degree,Chhattisgarh,59906,9/21/2018,10/27/2021,10/2/2024,3,637292,3082,1272,Group,Text,Afternoon,2,545,Major Violations,Job Change
76423,44,Female,Widowed,Manager,46178,Associate Degree,Sikkim,49383,7/23/2023,6/21/2023,10/27/2023,3,234777,1354,1327,Business,Email,Evening,0,659,Clean,Marriage
48453,46,Male,Divorced,Lawyer,66310,Bachelor's Degree,Rajasthan,62435,12/13/2018,7/12/2021,1/2/2024,5,483185,3213,1340,Group,Mail,Weekends,2,573,Accident,Retirement
98685,41,Female,Divorced,Teacher,96190,Bachelor's Degree,Tamil Nadu,73125,1/20/2023,11/10/2019,3/8/2023,3,303416,2377,1163,Business,Email,Weekends,0,682,Accident,Divorce
59655,44,Male,Married,Doctor,82285,Bachelor's Degree,Uttar Pradesh,41843,7/15/2019,5/26/2023,2/20/2024,1,435100,2402,1048,Family,Mail,Weekends,0,616,Minor Violations,Marriage
31302,41,Male,Separated,Salesperson,88054,Bachelor's Degree,Andhra Pradesh,44303,3/11/2023,3/19/2019,1/1/2024,5,652332,3814,1173,Business,In-Person Meeting,Afternoon,3,657,Minor Violations,Childbirth
9384,51,Female,Single,Engineer,97383,High School Diploma,Jharkhand,66891,2/28/2018,4/11/2022,12/28/2023,3,585313,2584,1060,Individual,Text,Morning,0,628,Clean,Childbirth
83789,48,Male,Married,Salesperson,116522,Associate Degree,Nagaland,68710,3/20/2018,12/14/2018,1/25/2024,3,485318,3281,1096,Group,Email,Weekends,1,599,DUI,Marriage
85226,51,Female,Divorced,Salesperson,127020,Bachelor's Degree,Uttar Pradesh,65096,9/14/2020,8/14/2019,10/18/2023,4,643111,3242,1488,Individual,Phone,Morning,0,662,DUI,Divorce
82962,46,Female,Divorced,Nurse,85370,Doctorate,Daman and Diu,66677,12/21/2021,10/20/2021,3/1/2023,0,450933,2215,1015,Group,Phone,Morning,0,585,Major Violations,Divorce
11132,38,Female,Single,Nurse,88640,Associate Degree,Kerala,86756,12/17/2019,9/21/2019,6/9/2024,3,659579,2327,1190,Individual,Email,Weekends,1,480,Clean,Retirement
85333,44,Female,Divorced,Artist,90233,Associate Degree,West Bengal,36979,10/18/2022,2/28/2020,3/18/2023,5,632761,3723,1280,Group,Phone,Evening,3,585,DUI,Divorce
62813,48,Female,Married,Salesperson,110194,Doctorate,Lakshadweep,95237,4/14/2020,4/15/2018,11/23/2023,5,565241,3671,1327,Business,Phone,Afternoon,1,605,Accident,Childbirth
50205,40,Female,Separated,Manager,61964,High School Diploma,Madhya Pradesh,36231,9/14/2019,1/12/2020,10/9/2024,2,360012,2386,1336,Family,Email,Afternoon,1,597,Major Violations,Marriage
67710,42,Male,Widowed,Artist,61106,Bachelor's Degree,Uttarakhand,36551,12/7/2020,10/10/2021,2/8/2023,0,254570,2140,1313,Business,Mail,Evening,2,590,Accident,Divorce
50059,44,Female,Separated,Doctor,106999,Doctorate,Chandigarh,53417,12/22/2023,2/23/2022,5/2/2023,4,637656,2946,1086,Group,In-Person Meeting,Morning,2,546,Clean,Marriage
3794,50,Female,Divorced,Teacher,73134,Associate Degree,Delhi,66137,12/5/2018,7/26/2021,2/14/2024,3,555427,2699,920,Business,Mail,Afternoon,0,566,DUI,Job Change
100000,49,Female,Married,Lawyer,97427,High School Diploma,Mizoram,77008,12/24/2022,8/7/2019,8/9/2023,3,660290,3733,1152,Group,Email,Morning,3,556,Accident,Job Change
77589,53,Male,Married,Salesperson,99396,High School Diploma,Andaman and Nicobar Islands,12613,10/9/2019,1/22/2018,6/23/2023,5,777790,4109,1058,Group,In-Person Meeting,Morning,3,566,DUI,Divorce
73531,47,Female,Married,Teacher,45983,Bachelor's Degree,Bihar,38033,8/28/2023,5/18/2018,2/19/2024,0,572628,2378,1291,Family,Phone,Afternoon,1,446,Major Violations,Divorce
32532,44,Male,Divorced,Manager,94258,Bachelor's Degree,Maharashtra,77715,6/6/2018,7/23/2022,10/6/2024,4,620645,2602,1442,Family,Phone,Morning,0,522,DUI,Retirement
43624,42,Female,Married,Nurse,91828,Associate Degree,Assam,43860,2/23/2022,8/21/2022,7/9/2023,2,594673,3105,1273,Business,Phone,Weekends,1,563,Accident,Marriage
36104,37,Male,Divorced,Lawyer,63289,Bachelor's Degree,Mizoram,10760,7/26/2021,2/19/2019,9/24/2024,0,396880,2957,1408,Individual,Text,Morning,2,570,Major Violations,Marriage
66583,48,Female,Divorced,Lawyer,101371,Doctorate,Madhya Pradesh,77023,3/10/2018,11/20/2022,2/19/2023,4,586777,3390,1277,Family,Email,Morning,1,688,Accident,Childbirth
41617,46,Male,Widowed,Salesperson,106162,High School Diploma,Haryana,64231,12/13/2020,3/11/2023,1/2/2023,5,664615,3502,1045,Business,Mail,Evening,2,659,DUI,Divorce
86421,54,Male,Single,Entrepreneur,76366,Associate Degree,Delhi,72152,11/13/2023,5/14/2020,11/9/2023,3,493859,2264,1157,Family,Email,Anytime,2,455,Clean,Job Change
22707,41,Female,Married,Manager,88089,Bachelor's Degree,Jharkhand,62723,6/21/2023,2/22/2022,1/14/2024,1,499026,2298,1482,Business,In-Person Meeting,Morning,0,696,Minor Violations,Childbirth
70204,51,Female,Single,Entrepreneur,98340,Bachelor's Degree,Gujarat,67297,1/2/2022,1/25/2020,1/9/2023,3,333918,1880,1411,Business,In-Person Meeting,Afternoon,0,518,Clean,Marriage
16780,46,Female,Divorced,Artist,90344,Master's Degree,Himachal Pradesh,15420,7/8/2020,6/22/2021,9/5/2024,0,505028,2087,1078,Group,Email,Weekends,2,489,Clean,Job Change
18296,51,Male,Married,Salesperson,93522,Master's Degree,Dadra and Nagar Haveli,74525,12/2/2020,12/15/2023,1/1/2024,4,626706,4200,1299,Individual,In-Person Meeting,Morning,3,663,DUI,Marriage
86522,49,Female,Divorced,Nurse,85389,Associate Degree,Jharkhand,63966,4/14/2019,8/17/2022,4/2/2024,3,386433,2750,981,Group,Phone,Afternoon,1,651,Major Violations,Job Change
72812,48,Female,Separated,Lawyer,114970,Doctorate,Sikkim,72904,7/7/2020,1/2/2020,2/5/2023,2,547266,3219,1073,Family,Mail,Anytime,3,631,DUI,Divorce
15273,41,Female,Divorced,Doctor,94794,Bachelor's Degree,Chandigarh,65161,7/26/2023,12/9/2023,4/10/2024,2,458497,3241,1116,Group,Mail,Weekends,2,533,DUI,Marriage
60948,45,Male,Married,Doctor,76911,Master's Degree,Dadra and Nagar Haveli,41910,1/4/2020,9/13/2021,5/17/2024,4,390519,2146,1565,Family,In-Person Meeting,Evening,0,746,Accident,Retirement
34376,43,Male,Separated,Lawyer,97994,Doctorate,Daman and Diu,17430,2/1/2021,4/24/2018,6/15/2023,2,572537,3265,914,Individual,Text,Morning,3,560,Clean,Childbirth
77892,36,Male,Divorced,Manager,77328,Associate Degree,Gujarat,40090,6/21/2023,7/13/2018,1/11/2024,1,367451,2972,1294,Business,Mail,Weekends,3,621,DUI,Marriage
40077,49,Female,Separated,Doctor,94963,Master's Degree,Telangana,62626,2/3/2020,4/23/2023,3/13/2024,1,691186,3231,1260,Business,In-Person Meeting,Evening,3,602,Accident,Retirement
33018,46,Female,Married,Manager,116759,Associate Degree,Sikkim,50526,4/13/2021,6/1/2018,5/13/2024,5,691599,3441,872,Family,In-Person Meeting,Morning,3,467,Clean,Job Change
16365,42,Female,Divorced,Manager,93359,Master's Degree,Punjab,21626,5/2/2022,2/10/2019,8/20/2024,5,684859,2941,1227,Family,Phone,Anytime,3,603,Clean,Retirement
87438,33,Female,Separated,Artist,54657,Master's Degree,Telangana,58352,9/23/2021,4/17/2020,8/1/2023,1,320681,1995,1146,Group,Email,Weekends,0,495,DUI,Marriage
60688,50,Male,Married,Lawyer,89382,Associate Degree,Madhya Pradesh,28208,7/20/2020,1/15/2021,9/5/2024,4,193625,2449,1433,Family,Phone,Weekends,1,624,DUI,Retirement
39229,36,Female,Widowed,Artist,80622,Bachelor's Degree,Maharashtra,86720,5/27/2021,9/13/2018,2/26/2023,1,281327,2305,1225,Family,In-Person Meeting,Anytime,1,639,Accident,Childbirth
56905,37,Male,Divorced,Engineer,46827,Master's Degree,Uttar Pradesh,20965,4/25/2022,1/13/2023,4/25/2024,2,596381,1839,1505,Group,In-Person Meeting,Weekends,0,657,DUI,Retirement
34995,46,Male,Single,Teacher,99892,Associate Degree,Nagaland,65852,11/26/2023,11/6/2018,7/4/2023,4,525960,2587,1320,Group,Phone,Evening,2,619,Clean,Marriage
52405,51,Female,Single,Entrepreneur,99028,Associate Degree,West Bengal,57589,12/13/2021,3/15/2022,3/26/2024,5,461613,3374,1123,Group,Email,Weekends,1,636,Major Violations,Childbirth
86231,51,Male,Married,Entrepreneur,85475,Bachelor's Degree,Odisha,48024,5/20/2020,8/15/2023,2/24/2023,1,825071,3463,1086,Family,In-Person Meeting,Afternoon,3,573,Major Violations,Retirement
60085,41,Female,Widowed,Teacher,69557,Bachelor's Degree,Mizoram,27767,3/28/2023,12/23/2022,2/5/2024,1,213407,1674,1547,Family,Text,Evening,0,608,Minor Violations,Marriage
97802,58,Female,Divorced,Salesperson,87882,Associate Degree,Manipur,67938,5/24/2020,4/24/2021,3/12/2023,4,531527,3542,1230,Individual,Phone,Afternoon,0,656,Major Violations,Marriage
4658,48,Male,Widowed,Salesperson,73697,Doctorate,Tamil Nadu,29701,3/6/2022,9/22/2020,12/19/2023,2,588142,2560,1664,Group,Mail,Anytime,2,601,Major Violations,Retirement
2921,39,Male,Widowed,Manager,103549,High School Diploma,Dadra and Nagar Haveli,11481,10/18/2022,2/1/2020,4/25/2024,1,451775,2031,1367,Business,Phone,Anytime,0,568,Major Violations,Divorce
47695,42,Male,Separated,Teacher,65250,Doctorate,Maharashtra,67873,7/17/2019,5/27/2020,10/21/2023,5,510801,2921,925,Group,In-Person Meeting,Evening,0,609,Major Violations,Marriage
74113,53,Female,Single,Artist,91967,High School Diploma,Arunachal Pradesh,75980,5/26/2021,9/11/2018,9/12/2023,0,743272,3316,937,Family,Text,Afternoon,2,610,Accident,Marriage
42664,43,Female,Single,Doctor,112239,High School Diploma,Tripura,39107,5/6/2022,6/21/2023,11/26/2024,2,380127,2603,1169,Business,Mail,Afternoon,2,662,Major Violations,Retirement
68507,38,Male,Widowed,Doctor,83283,Associate Degree,Mizoram,61513,9/4/2021,12/20/2018,6/17/2023,1,592870,3038,1298,Family,Mail,Weekends,3,648,Major Violations,Marriage
3159,52,Male,Married,Doctor,83796,Master's Degree,Haryana,28766,5/16/2021,6/21/2022,4/28/2024,0,274590,1960,1208,Group,In-Person Meeting,Weekends,2,771,Clean,Marriage
88283,46,Male,Widowed,Artist,87184,Bachelor's Degree,Meghalaya,27759,3/3/2019,1/23/2020,9/9/2024,3,718390,3594,1080,Group,Phone,Anytime,3,497,Accident,Job Change
74303,49,Female,Widowed,Entrepreneur,98488,Master's Degree,Sikkim,62922,4/19/2019,6/10/2022,3/18/2023,5,679408,3636,1208,Group,In-Person Meeting,Evening,3,642,Minor Violations,Divorce
33631,38,Female,Single,Teacher,95076,Master's Degree,Gujarat,73841,4/28/2019,9/23/2020,5/26/2023,5,453954,3549,1136,Group,In-Person Meeting,Morning,3,624,DUI,Marriage
64434,37,Male,Married,Salesperson,68882,High School Diploma,Odisha,74019,11/3/2020,5/1/2019,10/1/2024,3,337581,2431,1136,Business,Phone,Evening,0,652,Minor Violations,Marriage
69434,42,Male,Separated,Salesperson,89024,Associate Degree,Rajasthan,77125,9/27/2019,3/26/2018,8/10/2023,4,300956,3080,1337,Group,Mail,Afternoon,2,601,DUI,Marriage
28401,41,Female,Separated,Entrepreneur,63430,Doctorate,Haryana,15442,12/4/2022,5/25/2021,6/15/2024,4,474506,2875,1315,Family,Text,Afternoon,1,555,Major Violations,Childbirth
85145,40,Female,Single,Teacher,94063,Bachelor's Degree,Telangana,12482,10/11/2018,10/12/2019,4/8/2024,2,566397,2609,1216,Family,Text,Morning,3,554,Clean,Marriage
30155,41,Male,Divorced,Entrepreneur,90981,High School Diploma,Arunachal Pradesh,12782,7/11/2023,8/6/2023,12/18/2023,1,651394,3389,1204,Individual,Phone,Morning,1,561,Major Violations,Marriage
27587,51,Male,Single,Manager,86014,High School Diploma,Bihar,71320,2/26/2022,10/19/2022,7/24/2024,3,490368,2895,1120,Individual,In-Person Meeting,Anytime,1,703,DUI,Job Change
50165,45,Male,Married,Lawyer,90449,Bachelor's Degree,Gujarat,75336,11/17/2023,8/6/2022,6/14/2023,1,719409,2658,1147,Business,Email,Weekends,3,478,Clean,Retirement
3627,46,Female,Divorced,Teacher,91165,Associate Degree,Andhra Pradesh,22203,4/27/2020,7/1/2022,10/12/2024,5,703897,3619,1065,Family,Phone,Evening,1,566,DUI,Marriage
82201,50,Female,Married,Teacher,98212,High School Diploma,Arunachal Pradesh,72887,11/4/2018,8/20/2019,7/5/2024,2,642460,2429,652,Group,Email,Afternoon,1,581,Clean,Job Change
11053,46,Female,Separated,Nurse,79205,High School Diploma,Delhi,77407,12/8/2022,6/1/2018,3/9/2024,5,454196,3744,964,Family,Phone,Afternoon,3,561,DUI,Marriage
20755,47,Male,Separated,Salesperson,113640,High School Diploma,Delhi,23264,12/12/2021,6/19/2022,1/10/2023,0,623169,2388,1235,Group,In-Person Meeting,Afternoon,3,538,Clean,Divorce
93339,51,Female,Divorced,Salesperson,101418,Associate Degree,Uttarakhand,37685,5/16/2023,5/21/2022,9/24/2023,0,679156,2510,1055,Group,In-Person Meeting,Afternoon,2,457,Clean,Divorce
7655,43,Male,Single,Manager,73420,Associate Degree,Karnataka,11042,2/26/2018,2/13/2023,5/18/2023,1,510232,2704,1251,Group,Phone,Morning,3,577,Major Violations,Retirement
86296,41,Male,Separated,Salesperson,76232,Doctorate,Haryana,11242,7/23/2019,10/25/2022,4/9/2024,3,544185,3167,1345,Individual,In-Person Meeting,Evening,2,560,Major Violations,Job Change
43896,44,Male,Divorced,Entrepreneur,93813,Doctorate,Daman and Diu,13676,2/15/2020,11/8/2023,3/3/2024,4,622805,3353,1167,Group,In-Person Meeting,Weekends,1,578,Minor Violations,Marriage
3316,33,Male,Divorced,Artist,95864,High School Diploma,Himachal Pradesh,24223,5/17/2022,9/6/2023,5/16/2024,1,308336,2094,1674,Family,Phone,Anytime,1,539,Accident,Divorce
79146,46,Male,Separated,Artist,84103,Doctorate,Chhattisgarh,10598,5/16/2022,8/22/2023,1/2/2024,0,494352,1829,1425,Business,Phone,Evening,0,664,Major Violations,Job Change
44595,42,Male,Widowed,Manager,69651,High School Diploma,Sikkim,85127,12/5/2019,3/15/2021,8/21/2024,1,336424,2050,1204,Group,Text,Morning,0,615,Minor Violations,Childbirth
81603,36,Male,Separated,Doctor,82687,Master's Degree,Daman and Diu,31602,5/5/2018,6/26/2022,6/7/2024,0,639130,2379,1290,Individual,Mail,Morning,2,602,Clean,Marriage
22951,34,Female,Divorced,Manager,63563,Doctorate,Daman and Diu,82565,6/28/2020,5/20/2021,3/9/2024,1,382483,2489,1396,Family,In-Person Meeting,Anytime,2,670,Minor Violations,Childbirth
87147,45,Female,Divorced,Salesperson,105129,Bachelor's Degree,Goa,38279,10/19/2019,4/26/2019,8/17/2023,5,685760,3577,1160,Family,Phone,Morning,3,503,Clean,Childbirth
12162,46,Female,Divorced,Entrepreneur,88516,Master's Degree,Rajasthan,12758,9/3/2020,10/28/2021,11/7/2024,4,491872,2508,1085,Individual,Text,Evening,1,678,Clean,Job Change
89418,48,Male,Widowed,Salesperson,92581,Bachelor's Degree,Uttarakhand,55338,11/10/2021,12/1/2021,11/9/2023,3,614508,3534,1177,Group,Email,Evening,3,550,Accident,Divorce
89985,49,Male,Married,Manager,97451,Bachelor's Degree,Maharashtra,14085,10/21/2018,3/5/2019,12/6/2024,2,595651,2581,1205,Family,Mail,Anytime,3,631,Clean,Job Change
33521,49,Female,Widowed,Artist,87456,Associate Degree,Himachal Pradesh,12997,6/2/2021,6/21/2023,4/9/2024,2,427489,2328,1379,Business,Phone,Morning,0,541,Accident,Job Change
